Date,Deaths,Covid Cases,State 
6/20/2020,0,445,Nevada
6/20/2020,13,158,Connecticut
6/20/2020,24,716,New York
6/20/2020,12,286,Colorado
6/20/2020,30,531,Ohio
6/20/2020,64,3893,California
6/20/2020,1,331,Oklahoma
6/20/2020,26,3109,Arizona
6/20/2020,1,178,Oregon
6/20/2020,20,504,Pennsylvania
6/20/2020,10,511,Arkansas
6/20/2020,16,547,Alabama
6/20/2020,0,36,Rhode Island
6/20/2020,0,21,Alaska
6/20/2020,5,1155,South Carolina
6/20/2020,10,314,Washington
6/20/2020,0,67,South Dakota
6/20/2020,14,413,Wisconsin
6/20/2020,9,429,Tennessee
6/20/2020,0,51,West Virginia
6/20/2020,25,4430,Texas
6/20/2020,0,6,Wyoming
6/20/2020,0,643,Utah
6/20/2020,22,408,Maryland
6/20/2020,0,25,Maine
6/19/2020,6,299,Michigan
6/19/2020,0,35,Maine
6/19/2020,14,319,Maryland
6/19/2020,17,356,Minnesota
6/19/2020,22,-119,Louisiana
6/19/2020,2,257,Kentucky
6/19/2020,7,378,Kansas
6/19/2020,25,308,Indiana
6/19/2020,0,831,Illinois
6/19/2020,2,293,Missouri
6/19/2020,1,111,Idaho
6/19/2020,2,421,Iowa
6/19/2020,0,0,Mississippi
6/19/2020,0,18,Hawaii
6/19/2020,0,11,Montana
6/19/2020,22,1652,North Carolina
6/19/2020,31,1097,Georgia
6/19/2020,1,32,North Dakota
6/19/2020,43,3822,Florida
6/19/2020,6,189,Nebraska
6/19/2020,2,112,Delaware
6/19/2020,1,14,New Hampshire
6/19/2020,3,49,Washington DC
6/19/2020,35,389,New Jersey
6/19/2020,12,117,Connecticut
6/19/2020,4,88,New Mexico
6/19/2020,15,228,Colorado
6/19/2020,2,410,Nevada
6/19/2020,70,4317,California
6/19/2020,25,796,New York
6/19/2020,41,3246,Arizona
6/19/2020,34,609,Ohio
6/19/2020,1,352,Oklahoma
6/19/2020,6,703,Arkansas
6/19/2020,1,206,Oregon
6/19/2020,12,796,Alabama
6/19/2020,38,526,Pennsylvania
6/19/2020,0,14,Alaska
6/19/2020,19,517,Washington
6/19/2020,9,59,Rhode Island
6/19/2020,11,323,Wisconsin
6/19/2020,18,1083,South Carolina
6/19/2020,0,17,West Virginia
6/19/2020,3,49,South Dakota
6/19/2020,2,29,Wyoming
6/19/2020,6,1188,Tennessee
6/19/2020,0,9,Vermont
6/19/2020,35,3454,Texas
6/19/2020,3,586,Utah
6/19/2020,30,228,Massachusetts
6/19/2020,16,555,Virginia
6/18/2020,1,5,Vermont
6/18/2020,19,379,Minnesota
6/18/2020,25,301,Michigan
6/18/2020,0,42,Maine
6/18/2020,37,283,Missouri
6/18/2020,36,271,Massachusetts
6/18/2020,0,0,Louisiana
6/18/2020,2,202,Kentucky
6/18/2020,0,0,Kansas
6/18/2020,16,425,Indiana
6/18/2020,52,593,Illinois
6/18/2020,0,0,Mississippi
6/18/2020,0,92,Idaho
6/18/2020,0,25,Montana
6/18/2020,6,393,Iowa
6/18/2020,7,1333,North Carolina
6/18/2020,0,4,Hawaii
6/18/2020,0,29,North Dakota
6/18/2020,3,195,Nebraska
6/18/2020,30,882,Georgia
6/18/2020,4,72,New Hampshire
6/18/2020,44,3207,Florida
6/18/2020,32,404,New Jersey
6/18/2020,0,55,Delaware
6/18/2020,5,132,New Mexico
6/18/2020,4,56,Washington DC
6/18/2020,3,234,Nevada
6/18/2020,7,11,Connecticut
6/18/2020,32,618,New York
6/18/2020,29,231,Colorado
6/18/2020,22,700,Ohio
6/18/2020,82,4084,California
6/18/2020,2,450,Oklahoma
6/18/2020,32,2519,Arizona
6/18/2020,4,148,Oregon
6/18/2020,42,418,Pennsylvania
6/18/2020,11,322,Arkansas
6/18/2020,20,894,Alabama
6/18/2020,9,71,Rhode Island
6/18/2020,0,12,Alaska
6/18/2020,4,992,South Carolina
6/18/2020,7,461,Wisconsin
6/18/2020,0,59,South Dakota
6/18/2020,0,42,West Virginia
6/18/2020,12,686,Tennessee
6/18/2020,0,30,Wyoming
6/18/2020,43,3516,Texas
6/18/2020,-5,537,Washington
6/18/2020,3,495,Utah
6/18/2020,3,463,Virginia
6/18/2020,20,260,Maryland
6/17/2020,10,461,Washington
6/17/2020,27,211,Missouri
6/17/2020,13,414,Minnesota
6/17/2020,2,228,Michigan
6/17/2020,14,560,Maryland
6/17/2020,69,266,Massachusetts
6/17/2020,20,928,Louisiana
6/17/2020,6,166,Kentucky
6/17/2020,2,262,Kansas
6/17/2020,23,489,Mississippi
6/17/2020,28,227,Indiana
6/17/2020,1,16,Montana
6/17/2020,87,546,Illinois
6/17/2020,14,1002,North Carolina
6/17/2020,0,78,Idaho
6/17/2020,1,39,North Dakota
6/17/2020,4,282,Iowa
6/17/2020,11,180,Nebraska
6/17/2020,0,4,Hawaii
6/17/2020,6,19,New Hampshire
6/17/2020,42,277,New Jersey
6/17/2020,46,952,Georgia
6/17/2020,7,88,New Mexico
6/17/2020,25,2610,Florida
6/17/2020,1,184,Nevada
6/17/2020,3,41,Delaware
6/17/2020,21,567,New York
6/17/2020,3,29,Washington DC
6/17/2020,14,412,Ohio
6/17/2020,9,80,Connecticut
6/17/2020,1,259,Oklahoma
6/17/2020,0,143,Colorado
6/17/2020,1,120,Oregon
6/17/2020,87,3455,California
6/17/2020,43,335,Pennsylvania
6/17/2020,20,1827,Arizona
6/17/2020,11,51,Rhode Island
6/17/2020,15,415,Arkansas
6/17/2020,10,566,South Carolina
6/17/2020,5,400,Alabama
6/17/2020,1,84,South Dakota
6/17/2020,0,20,Alaska
6/17/2020,4,313,Tennessee
6/17/2020,0,35,West Virginia
6/17/2020,33,3129,Texas
6/17/2020,0,25,Wyoming
6/17/2020,4,407,Utah
6/17/2020,9,285,Wisconsin
6/17/2020,13,444,Virginia
6/17/2020,1,17,Maine
6/17/2020,0,-1,Vermont
6/16/2020,0,29,Wyoming
6/16/2020,2,225,Missouri
6/16/2020,9,189,Minnesota
6/16/2020,20,353,Mississippi
6/16/2020,0,9,Maine
6/16/2020,35,377,Maryland
6/16/2020,18,195,Massachusetts
6/16/2020,24,534,Louisiana
6/16/2020,7,182,Kentucky
6/16/2020,0,5,Montana
6/16/2020,0,0,Kansas
6/16/2020,36,751,North Carolina
6/16/2020,14,356,Indiana
6/16/2020,1,23,North Dakota
6/16/2020,72,623,Illinois
6/16/2020,4,126,Nebraska
6/16/2020,1,63,Idaho
6/16/2020,0,0,New Hampshire
6/16/2020,14,126,Iowa
6/16/2020,52,323,New Jersey
6/16/2020,0,8,Hawaii
6/16/2020,5,122,New Mexico
6/16/2020,2,379,Nevada
6/16/2020,35,664,Georgia
6/16/2020,29,631,New York
6/16/2020,55,2783,Florida
6/16/2020,24,434,Ohio
6/16/2020,1,63,Delaware
6/16/2020,4,228,Oklahoma
6/16/2020,5,19,Washington DC
6/16/2020,2,278,Oregon
6/16/2020,6,114,Connecticut
6/16/2020,33,362,Pennsylvania
6/16/2020,25,169,Colorado
6/16/2020,32,2108,California
6/16/2020,14,52,Rhode Island
6/16/2020,25,2392,Arizona
6/16/2020,5,612,South Carolina
6/16/2020,2,38,South Dakota
6/16/2020,0,274,Arkansas
6/16/2020,10,670,Tennessee
6/16/2020,11,640,Alabama
6/16/2020,46,4098,Texas
6/16/2020,0,12,Alaska
6/16/2020,2,329,Utah
6/16/2020,0,43,West Virginia
6/16/2020,18,445,Virginia
6/16/2020,4,494,Washington
6/16/2020,0,3,Vermont
6/16/2020,17,184,Michigan
6/16/2020,9,298,Wisconsin
6/15/2020,28,323,Pennsylvania
6/15/2020,9,983,North Carolina
6/15/2020,4,283,Mississippi
6/15/2020,1,22,North Dakota
6/15/2020,6,222,Minnesota
6/15/2020,1,31,Michigan
6/15/2020,1,17,Maine
6/15/2020,8,331,Maryland
6/15/2020,23,87,Massachusetts
6/15/2020,0,92,Nebraska
6/15/2020,4,553,Louisiana
6/15/2020,2,46,New Hampshire
6/15/2020,6,202,Kentucky
6/15/2020,52,222,New Jersey
6/15/2020,2,372,Kansas
6/15/2020,4,102,New Mexico
6/15/2020,11,521,Indiana
6/15/2020,4,106,Nevada
6/15/2020,18,473,Illinois
6/15/2020,28,620,New York
6/15/2020,0,0,Idaho
6/15/2020,16,428,Ohio
6/15/2020,3,127,Iowa
6/15/2020,0,186,Oklahoma
6/15/2020,0,5,Hawaii
6/15/2020,4,184,Oregon
6/15/2020,1,379,Missouri
6/15/2020,43,733,Georgia
6/15/2020,0,0,Wyoming
6/15/2020,8,1758,Florida
6/15/2020,0,9,West Virginia
6/15/2020,2,76,Delaware
6/15/2020,2,206,Wisconsin
6/15/2020,0,32,Washington DC
6/15/2020,4,517,Washington
6/15/2020,3,147,Connecticut
6/15/2020,0,1,Vermont
6/15/2020,0,113,Colorado
6/15/2020,26,2597,California
6/15/2020,6,380,Virginia
6/15/2020,8,1014,Arizona
6/15/2020,4,295,Utah
6/15/2020,7,1254,Texas
6/15/2020,3,416,Arkansas
6/15/2020,8,728,Tennessee
6/15/2020,1,657,Alabama
6/15/2020,0,30,South Dakota
6/15/2020,0,3,Alaska
6/15/2020,2,583,South Carolina
6/15/2020,18,76,Rhode Island
6/15/2020,0,8,Montana
6/14/2020,3,954,Arkansas
6/14/2020,0,120,Nebraska
6/14/2020,0,22,North Dakota
6/14/2020,5,1443,North Carolina
6/14/2020,3,48,New Hampshire
6/14/2020,2,168,Mississippi
6/14/2020,0,0,Missouri
6/14/2020,15,6,Minnesota
6/14/2020,3,218,Michigan
6/14/2020,37,276,New Jersey
6/14/2020,0,36,Maine
6/14/2020,5,95,New Mexico
6/14/2020,13,396,Maryland
6/14/2020,1,227,Nevada
6/14/2020,48,208,Massachusetts
6/14/2020,24,694,New York
6/14/2020,10,336,Louisiana
6/14/2020,3,300,Ohio
6/14/2020,0,0,Kentucky
6/14/2020,0,158,Oklahoma
6/14/2020,0,0,Kansas
6/14/2020,2,101,Oregon
6/14/2020,9,366,Indiana
6/14/2020,4,336,Pennsylvania
6/14/2020,19,672,Illinois
6/14/2020,0,46,Idaho
6/14/2020,0,32,Rhode Island
6/14/2020,2,209,Iowa
6/14/2020,1,840,South Carolina
6/14/2020,0,17,Hawaii
6/14/2020,0,65,South Dakota
6/14/2020,3,891,Tennessee
6/14/2020,5,880,Georgia
6/14/2020,19,1843,Texas
6/14/2020,6,2016,Florida
6/14/2020,0,332,Utah
6/14/2020,1,35,Delaware
6/14/2020,5,637,Virginia
6/14/2020,4,58,Washington DC
6/14/2020,15,94,Connecticut
6/14/2020,0,2,Vermont
6/14/2020,0,195,Colorado
6/14/2020,9,136,Washington
6/14/2020,74,3212,California
6/14/2020,1,251,Wisconsin
6/14/2020,3,1233,Arizona
6/14/2020,0,30,West Virginia
6/14/2020,0,10,Wyoming
6/14/2020,0,1014,Alabama
6/14/2020,1,13,Montana
6/14/2020,0,7,Alaska
6/13/2020,4,198,Nebraska
6/13/2020,0,42,North Dakota
6/13/2020,12,1427,North Carolina
6/13/2020,0,15,Montana
6/13/2020,7,42,New Hampshire
6/13/2020,7,225,Missouri
6/13/2020,9,2,Minnesota
6/13/2020,23,164,Michigan
6/13/2020,0,36,Maine
6/13/2020,103,441,New Jersey
6/13/2020,26,692,Maryland
6/13/2020,0,0,New Mexico
6/13/2020,38,336,Massachusetts
6/13/2020,3,270,Nevada
6/13/2020,8,1288,Louisiana
6/13/2020,32,916,New York
6/13/2020,6,500,Kentucky
6/13/2020,46,424,Ohio
6/13/2020,0,0,Kansas
6/13/2020,0,225,Oklahoma
6/13/2020,17,397,Indiana
6/13/2020,1,158,Oregon
6/13/2020,29,673,Illinois
6/13/2020,49,463,Pennsylvania
6/13/2020,1,51,Idaho
6/13/2020,7,380,Iowa
6/13/2020,0,49,Rhode Island
6/13/2020,0,14,Hawaii
6/13/2020,6,785,South Carolina
6/13/2020,1,91,South Dakota
6/13/2020,28,1018,Georgia
6/13/2020,4,415,Tennessee
6/13/2020,49,2581,Florida
6/13/2020,18,2331,Texas
6/13/2020,1,56,Delaware
6/13/2020,0,404,Utah
6/13/2020,5,55,Washington DC
6/13/2020,7,658,Virginia
6/13/2020,27,305,Connecticut
6/13/2020,9,175,Colorado
6/13/2020,0,6,Vermont
6/13/2020,46,3660,California
6/13/2020,10,193,Washington
6/13/2020,39,1540,Arizona
6/13/2020,2,294,Wisconsin
6/13/2020,2,26,West Virginia
6/13/2020,0,0,Arkansas
6/13/2020,0,23,Wyoming
6/13/2020,0,29,Alaska
6/13/2020,8,257,Mississippi
6/13/2020,4,891,Alabama
6/12/2020,5,731,Arkansas
6/12/2020,25,45,Minnesota
6/12/2020,12,195,Missouri
6/12/2020,14,865,Alabama
6/12/2020,5,223,Michigan
6/12/2020,28,1768,North Carolina
6/12/2020,0,36,North Dakota
6/12/2020,17,290,Nebraska
6/12/2020,7,31,New Hampshire
6/12/2020,49,348,New Jersey
6/12/2020,0,54,Maine
6/12/2020,16,276,New Mexico
6/12/2020,25,416,Maryland
6/12/2020,0,277,Nevada
6/12/2020,46,392,Massachusetts
6/12/2020,53,822,New York
6/12/2020,9,523,Louisiana
6/12/2020,18,420,Ohio
6/12/2020,0,0,Kentucky
6/12/2020,2,222,Oklahoma
6/12/2020,3,235,Kansas
6/12/2020,2,140,Oregon
6/12/2020,16,398,Indiana
6/12/2020,49,66,Pennsylvania
6/12/2020,78,732,Illinois
6/12/2020,1,14,Alaska
6/12/2020,1,42,Idaho
6/12/2020,10,81,Rhode Island
6/12/2020,4,399,Iowa
6/12/2020,5,729,South Carolina
6/12/2020,0,7,Hawaii
6/12/2020,1,77,South Dakota
6/12/2020,27,588,Tennessee
6/12/2020,43,810,Georgia
6/12/2020,19,2097,Texas
6/12/2020,29,1902,Florida
6/12/2020,8,325,Utah
6/12/2020,0,67,Delaware
6/12/2020,14,564,Virginia
6/12/2020,4,65,Washington DC
6/12/2020,13,228,Connecticut
6/12/2020,0,9,Vermont
6/12/2020,11,148,Colorado
6/12/2020,4,388,Washington
6/12/2020,62,2702,California
6/12/2020,7,354,Wisconsin
6/12/2020,17,1654,Arizona
6/12/2020,1,21,West Virginia
6/12/2020,0,18,Wyoming
6/12/2020,0,10,Montana
6/12/2020,13,608,Mississippi
6/11/2020,11,371,Wisconsin
6/11/2020,11,1310,North Carolina
6/11/2020,0,2,Montana
6/11/2020,0,24,West Virginia
6/11/2020,0,38,North Dakota
6/11/2020,12,203,Missouri
6/11/2020,13,219,Minnesota
6/11/2020,33,267,Michigan
6/11/2020,0,30,Maine
6/11/2020,31,732,Maryland
6/11/2020,4,142,Nebraska
6/11/2020,38,511,Massachusetts
6/11/2020,7,46,New Hampshire
6/11/2020,19,442,Louisiana
6/11/2020,67,470,New Jersey
6/11/2020,9,62,Kentucky
6/11/2020,6,145,New Mexico
6/11/2020,0,0,Kansas
6/11/2020,1,235,Nevada
6/11/2020,25,411,Indiana
6/11/2020,38,736,New York
6/11/2020,90,766,Illinois
6/11/2020,33,429,Ohio
6/11/2020,0,40,Idaho
6/11/2020,2,146,Oklahoma
6/11/2020,9,387,Iowa
6/11/2020,2,177,Oregon
6/11/2020,0,3,Hawaii
6/11/2020,51,467,Pennsylvania
6/11/2020,46,993,Georgia
6/11/2020,11,87,Rhode Island
6/11/2020,49,1698,Florida
6/11/2020,13,682,South Carolina
6/11/2020,1,50,Delaware
6/11/2020,4,61,South Dakota
6/11/2020,3,52,Washington DC
6/11/2020,5,477,Tennessee
6/11/2020,26,114,Connecticut
6/11/2020,35,1826,Texas
6/11/2020,16,152,Colorado
6/11/2020,3,388,Utah
6/11/2020,105,3090,California
6/11/2020,6,470,Virginia
6/11/2020,32,1412,Arizona
6/11/2020,0,15,Vermont
6/11/2020,6,448,Arkansas
6/11/2020,14,400,Washington
6/11/2020,0,18,Alaska
6/11/2020,11,856,Alabama
6/11/2020,0,29,Wyoming
6/11/2020,0,0,Mississippi
6/10/2020,1,10,Wyoming
6/10/2020,31,715,Mississippi
6/10/2020,8,274,Missouri
6/10/2020,0,7,Montana
6/10/2020,1,15,Michigan
6/10/2020,0,31,Maine
6/10/2020,33,561,Maryland
6/10/2020,46,267,Massachusetts
6/10/2020,11,418,Louisiana
6/10/2020,24,1011,North Carolina
6/10/2020,7,175,Kentucky
6/10/2020,2,40,North Dakota
6/10/2020,4,162,Kansas
6/10/2020,3,131,Nebraska
6/10/2020,16,304,Indiana
6/10/2020,8,53,New Hampshire
6/10/2020,77,625,Illinois
6/10/2020,76,550,New Jersey
6/10/2020,2,31,Idaho
6/10/2020,4,43,New Mexico
6/10/2020,6,315,Iowa
6/10/2020,2,134,Nevada
6/10/2020,0,6,Hawaii
6/10/2020,56,674,New York
6/10/2020,36,413,Ohio
6/10/2020,44,731,Georgia
6/10/2020,2,117,Oklahoma
6/10/2020,38,1371,Florida
6/10/2020,0,72,Oregon
6/10/2020,1,36,Delaware
6/10/2020,48,410,Pennsylvania
6/10/2020,4,63,Washington DC
6/10/2020,23,168,Connecticut
6/10/2020,4,104,Rhode Island
6/10/2020,20,164,Colorado
6/10/2020,7,531,South Carolina
6/10/2020,79,2702,California
6/10/2020,1,81,South Dakota
6/10/2020,25,1556,Arizona
6/10/2020,1,486,Tennessee
6/10/2020,32,2504,Texas
6/10/2020,4,288,Arkansas
6/10/2020,1,305,Utah
6/10/2020,15,567,Alabama
6/10/2020,18,439,Virginia
6/10/2020,0,20,Alaska
6/10/2020,15,368,Washington
6/10/2020,0,11,Vermont
6/10/2020,1,19,West Virginia
6/10/2020,39,333,Minnesota
6/10/2020,10,336,Wisconsin
6/9/2020,0,16,West Virginia
6/9/2020,0,0,Mississippi
6/9/2020,21,179,Missouri
6/9/2020,0,6,Montana
6/9/2020,9,63,Michigan
6/9/2020,1,18,Maine
6/9/2020,35,500,Maryland
6/9/2020,55,263,Massachusetts
6/9/2020,13,562,Louisiana
6/9/2020,23,676,North Carolina
6/9/2020,5,232,Kentucky
6/9/2020,3,22,North Dakota
6/9/2020,0,0,Kansas
6/9/2020,0,118,Nebraska
6/9/2020,23,410,Indiana
6/9/2020,0,36,New Hampshire
6/9/2020,94,797,Illinois
6/9/2020,93,299,New Jersey
6/9/2020,0,50,Idaho
6/9/2020,4,122,New Mexico
6/9/2020,12,249,Iowa
6/9/2020,3,244,Nevada
6/9/2020,0,1,Hawaii
6/9/2020,49,683,New York
6/9/2020,17,325,Ohio
6/9/2020,5,158,Oklahoma
6/9/2020,77,752,Georgia
6/9/2020,5,66,Oregon
6/9/2020,53,1096,Florida
6/9/2020,9,68,Rhode Island
6/9/2020,2,48,Delaware
6/9/2020,11,428,South Carolina
6/9/2020,4,85,Washington DC
6/9/2020,3,52,South Dakota
6/9/2020,13,87,Connecticut
6/9/2020,14,631,Tennessee
6/9/2020,18,182,Colorado
6/9/2020,23,1637,Texas
6/9/2020,44,2170,California
6/9/2020,3,237,Utah
6/9/2020,23,618,Arizona
6/9/2020,19,487,Virginia
6/9/2020,6,340,Arkansas
6/9/2020,0,9,Vermont
6/9/2020,11,497,Alabama
6/9/2020,2,408,Washington
6/9/2020,1,10,Alaska
6/9/2020,15,300,Wisconsin
6/9/2020,0,10,Wyoming
6/9/2020,20,430,Minnesota
6/9/2020,61,493,Pennsylvania
6/8/2020,10,938,North Carolina
6/8/2020,0,3,Montana
6/8/2020,20,498,Mississippi
6/8/2020,3,19,North Dakota
6/8/2020,11,448,Minnesota
6/8/2020,15,135,Michigan
6/8/2020,0,18,Maine
6/8/2020,27,431,Maryland
6/8/2020,37,190,Massachusetts
6/8/2020,0,91,Nebraska
6/8/2020,8,234,Louisiana
6/8/2020,3,24,New Hampshire
6/8/2020,2,189,Kentucky
6/8/2020,39,333,New Jersey
6/8/2020,4,257,Kansas
6/8/2020,4,140,New Mexico
6/8/2020,13,226,Indiana
6/8/2020,4,137,Nevada
6/8/2020,198,1382,Illinois
6/8/2020,40,702,New York
6/8/2020,0,0,Idaho
6/8/2020,27,361,Ohio
6/8/2020,8,320,Iowa
6/8/2020,0,55,Oklahoma
6/8/2020,0,2,Hawaii
6/8/2020,0,114,Oregon
6/8/2020,10,351,Pennsylvania
6/8/2020,28,599,Georgia
6/8/2020,12,966,Florida
6/8/2020,27,45,Rhode Island
6/8/2020,2,30,Delaware
6/8/2020,11,514,South Carolina
6/8/2020,2,57,Washington DC
6/8/2020,0,33,South Dakota
6/8/2020,13,124,Connecticut
6/8/2020,3,563,Tennessee
6/8/2020,0,153,Colorado
6/8/2020,0,638,Texas
6/8/2020,27,2507,California
6/8/2020,3,256,Utah
6/8/2020,3,789,Arizona
6/8/2020,5,570,Virginia
6/8/2020,1,314,Arkansas
6/8/2020,0,12,Vermont
6/8/2020,26,425,Alabama
6/8/2020,6,510,Washington
6/8/2020,0,19,Alaska
6/8/2020,-1,222,Wisconsin
6/8/2020,0,9,West Virginia
6/8/2020,10,181,Missouri
6/8/2020,0,13,Wyoming
6/7/2020,2,275,Wisconsin
6/7/2020,4,921,North Carolina
6/7/2020,0,5,Montana
6/7/2020,14,501,Mississippi
6/7/2020,0,13,West Virginia
6/7/2020,0,44,North Dakota
6/7/2020,16,135,Minnesota
6/7/2020,11,55,Michigan
6/7/2020,1,46,Maine
6/7/2020,9,491,Maryland
6/7/2020,27,304,Massachusetts
6/7/2020,2,164,Nebraska
6/7/2020,11,330,Louisiana
6/7/2020,0,0,New Hampshire
6/7/2020,0,0,Kentucky
6/7/2020,71,271,New Jersey
6/7/2020,0,0,Kansas
6/7/2020,5,128,New Mexico
6/7/2020,11,400,Indiana
6/7/2020,2,189,Nevada
6/7/2020,40,867,Illinois
6/7/2020,47,781,New York
6/7/2020,0,28,Idaho
6/7/2020,7,365,Ohio
6/7/2020,6,189,Iowa
6/7/2020,3,147,Oklahoma
6/7/2020,0,9,Hawaii
6/7/2020,1,146,Oregon
6/7/2020,12,506,Pennsylvania
6/7/2020,6,589,Georgia
6/7/2020,13,1180,Florida
6/7/2020,0,49,Rhode Island
6/7/2020,3,97,Delaware
6/7/2020,1,370,South Carolina
6/7/2020,6,63,Washington DC
6/7/2020,0,71,South Dakota
6/7/2020,16,150,Connecticut
6/7/2020,1,310,Tennessee
6/7/2020,0,233,Colorado
6/7/2020,11,1425,Texas
6/7/2020,67,2796,California
6/7/2020,0,268,Utah
6/7/2020,2,1438,Arizona
6/7/2020,12,1284,Virginia
6/7/2020,0,325,Arkansas
6/7/2020,0,17,Vermont
6/7/2020,3,457,Alabama
6/7/2020,4,110,Washington
6/7/2020,0,8,Alaska
6/7/2020,0,111,Missouri
6/7/2020,0,8,Wyoming
6/6/2020,11,162,Washington
6/6/2020,0,10,Mississippi
6/6/2020,0,12,West Virginia
6/6/2020,0,-1,Montana
6/6/2020,7,93,Michigan
6/6/2020,0,42,Maine
6/6/2020,38,712,Maryland
6/6/2020,54,575,Massachusetts
6/6/2020,13,497,Louisiana
6/6/2020,26,1370,North Carolina
6/6/2020,4,310,Kentucky
6/6/2020,0,71,North Dakota
6/6/2020,0,0,Kansas
6/6/2020,0,262,Nebraska
6/6/2020,34,419,Indiana
6/6/2020,10,143,New Hampshire
6/6/2020,69,975,Illinois
6/6/2020,58,557,New Jersey
6/6/2020,0,57,Idaho
6/6/2020,4,319,New Mexico
6/6/2020,6,326,Iowa
6/6/2020,3,194,Nevada
6/6/2020,0,9,Hawaii
6/6/2020,37,1108,New York
6/6/2020,15,353,Ohio
6/6/2020,0,688,Georgia
6/6/2020,1,96,Oklahoma
6/6/2020,28,1270,Florida
6/6/2020,2,92,Oregon
6/6/2020,0,72,Delaware
6/6/2020,45,701,Pennsylvania
6/6/2020,8,70,Washington DC
6/6/2020,17,358,Connecticut
6/6/2020,0,68,Rhode Island
6/6/2020,19,255,Colorado
6/6/2020,7,463,South Carolina
6/6/2020,74,3115,California
6/6/2020,0,90,South Dakota
6/6/2020,30,1119,Arizona
6/6/2020,9,551,Tennessee
6/6/2020,31,1940,Texas
6/6/2020,2,450,Arkansas
6/6/2020,1,546,Utah
6/6/2020,13,656,Alabama
6/6/2020,7,865,Virginia
6/6/2020,0,12,Alaska
6/6/2020,0,6,Wyoming
6/6/2020,0,19,Vermont
6/6/2020,12,338,Wisconsin
6/6/2020,22,165,Minnesota
6/6/2020,10,189,Missouri
6/5/2020,6,27,West Virginia
6/5/2020,13,196,Missouri
6/5/2020,33,398,Minnesota
6/5/2020,9,199,Mississippi
6/5/2020,3,36,Maine
6/5/2020,34,912,Maryland
6/5/2020,34,494,Massachusetts
6/5/2020,29,427,Louisiana
6/5/2020,8,272,Kentucky
6/5/2020,1,2,Montana
6/5/2020,10,223,Kansas
6/5/2020,6,1289,North Carolina
6/5/2020,27,482,Indiana
6/5/2020,1,40,North Dakota
6/5/2020,59,1156,Illinois
6/5/2020,-1,251,Nebraska
6/5/2020,0,64,Idaho
6/5/2020,8,81,New Hampshire
6/5/2020,12,347,Iowa
6/5/2020,82,806,New Jersey
6/5/2020,0,2,Hawaii
6/5/2020,8,213,New Mexico
6/5/2020,0,176,Nevada
6/5/2020,27,774,Georgia
6/5/2020,42,1075,New York
6/5/2020,54,1305,Florida
6/5/2020,16,476,Ohio
6/5/2020,2,27,Delaware
6/5/2020,0,0,Oklahoma
6/5/2020,0,79,Washington DC
6/5/2020,2,96,Oregon
6/5/2020,31,221,Connecticut
6/5/2020,69,445,Pennsylvania
6/5/2020,1,300,Colorado
6/5/2020,63,3094,California
6/5/2020,16,105,Rhode Island
6/5/2020,16,1579,Arizona
6/5/2020,13,448,South Carolina
6/5/2020,1,30,South Dakota
6/5/2020,10,584,Arkansas
6/5/2020,7,400,Tennessee
6/5/2020,23,315,Alabama
6/5/2020,21,1693,Texas
6/5/2020,0,11,Alaska
6/5/2020,3,439,Utah
6/5/2020,0,18,Wyoming
6/5/2020,8,676,Virginia
6/5/2020,3,393,Washington
6/5/2020,0,1,Vermont
6/5/2020,8,205,Michigan
6/5/2020,7,406,Wisconsin
6/4/2020,0,0,Wyoming
6/4/2020,0,14,Montana
6/4/2020,12,238,Mississippi
6/4/2020,21,1189,North Carolina
6/4/2020,29,401,Minnesota
6/4/2020,17,234,Michigan
6/4/2020,0,28,Maine
6/4/2020,2,876,Maryland
6/4/2020,49,471,Massachusetts
6/4/2020,4,26,North Dakota
6/4/2020,13,429,Louisiana
6/4/2020,6,255,Nebraska
6/4/2020,8,295,Kentucky
6/4/2020,9,46,New Hampshire
6/4/2020,0,0,Kansas
6/4/2020,95,462,New Jersey
6/4/2020,24,384,Indiana
6/4/2020,8,116,New Mexico
6/4/2020,115,929,Illinois
6/4/2020,5,159,Nevada
6/4/2020,0,57,Idaho
6/4/2020,54,1048,New York
6/4/2020,6,750,Iowa
6/4/2020,40,490,Ohio
6/4/2020,0,0,Hawaii
6/4/2020,3,102,Oklahoma
6/4/2020,0,75,Oregon
6/4/2020,24,953,Georgia
6/4/2020,76,538,Pennsylvania
6/4/2020,41,1419,Florida
6/4/2020,8,34,Delaware
6/4/2020,14,117,Rhode Island
6/4/2020,2,104,Washington DC
6/4/2020,7,354,South Carolina
6/4/2020,18,148,Connecticut
6/4/2020,2,85,South Dakota
6/4/2020,26,272,Colorado
6/4/2020,13,298,Tennessee
6/4/2020,61,2120,California
6/4/2020,33,1649,Texas
6/4/2020,15,520,Arizona
6/4/2020,0,316,Utah
6/4/2020,17,951,Virginia
6/4/2020,0,0,Arkansas
6/4/2020,0,221,Alabama
6/4/2020,0,36,Vermont
6/4/2020,0,8,Alaska
6/4/2020,6,330,Washington
6/4/2020,10,532,Wisconsin
6/4/2020,0,290,Missouri
6/4/2020,0,21,West Virginia
6/3/2020,1,30,West Virginia
6/3/2020,18,888,North Carolina
6/3/2020,0,2,Montana
6/3/2020,15,302,Mississippi
6/3/2020,0,33,North Dakota
6/3/2020,3,192,Missouri
